"","a1","a10","a11","a12","a13","a14","a15","a16","a17","a2","a4","a6","a7","a8","a9","b1","b10","b11","b12","b13","b14","b15","b16","b17","b2","b4","b6","b7","b8","b9","c1","c10","c11","c12","c13","c14","c15","c16","c17","c2","c4","c6","c7","c8","c9"
"ME105531",5290000,12100000,5910000,14400000,4430000,2370000,5250000,3680000,1080000,17800000,1.1e+07,2920000,41800000,2610000,10900000,2.6e+07,26400000,34500000,5380000,17100000,4600000,1.8e+07,2100000,2670000,11100000,3800000,2930000,8180000,9110000,3470000,11900000,15400000,8130000,7170000,11600000,15400000,17500000,4380000,13300000,11200000,10600000,15500000,7630000,2830000,9770000
"ME105532",150000,303000,1430000,2740000,1430000,866000,1500000,8760,335000,325000,1410000,1090000,536000,2490000,3260,4530000,647000,668000,2170000,394000,2280000,1450000,41200,822000,2090000,4630000,1650000,356000,673000,11500,166000,2220000,2190000,797000,960000,1980000,3340000,36100,180000,1610000,572000,3120000,364000,2300000,50900
"ME105533",2560000,2090000,7080000,10500000,5650000,1450000,3400000,2520000,1330000,6060000,3950000,2300000,6440000,14300000,1340000,6840000,4650000,9620000,8140000,5480000,3410000,6500000,2770000,3110000,6380000,8890000,2820000,3010000,7010000,1670000,1560000,5220000,7550000,7560000,31400000,4230000,1.2e+07,2810000,738000,4880000,2910000,5910000,1920000,3100000,2140000
"ME105534",133000,498000,1150000,1150000,289000,61100,453000,231000,159000,302000,269000,537000,474000,438000,290000,205000,1120000,952000,735000,312000,172000,1510000,81100,160000,211000,881000,812000,279000,653000,177000,1320000,469000,1820000,2230000,271000,1840000,7180000,457000,112000,2280000,2670000,1440000,838000,3090000,695000
"ME105535",179000,345000,1340000,525000,380000,121000,216000,265000,52600,238000,1e+05,175000,509000,1700000,414000,324000,172000,286000,63000,389000,285000,82900,303000,107000,212000,3870000,64200,50600,263000,420000,4180000,196000,15200000,8830000,1730000,765000,4550000,2950000,1220000,11100000,1170000,2610000,1990000,2340000,1530000
"ME105536",54700,107000,116000,494000,9400,15500,124000,124000,155000,158000,6690000,19900,182000,134000,462000,319000,288000,84800,214000,34500,69900,275000,62600,54600,125000,569000,43000,2810000,101000,181000,98900,130000,2650000,88900,93900,626000,279000,98100,96600,81700,39500,161000,455000,374000,160000
"ME105537",59700000,51100000,68100000,66900000,47300000,77900000,62500000,7.1e+07,67600000,48100000,81300000,49600000,65300000,57500000,1.4e+08,5.4e+07,77700000,69300000,7.3e+07,46500000,49700000,57500000,44300000,51900000,65700000,44400000,6.7e+07,79500000,49600000,37600000,56400000,84100000,64800000,65600000,49200000,56600000,51800000,48400000,62100000,60400000,45900000,53700000,76700000,56200000,1.46e+08
"ME105538",8770000,2150000,3800000,4200000,9530000,964000,3340000,1330000,659000,4770000,2240000,746000,1640000,1510000,509000,13800000,2670000,17600000,3320000,2950000,1730000,1.1e+07,1020000,1350000,2930000,2520000,1990000,2710000,2400000,633000,5580000,2790000,3660000,3900000,1650000,2510000,3490000,3530000,808000,2920000,1800000,2140000,827000,1550000,825000
"ME105539",29100,78400,413000,650000,44400,4260,33300,16200,1840,39000,38800,38900,37900,411000,NA,85700,97400,207000,329000,60400,229000,121000,3350,120000,292000,2220000,62700,101000,93600,1720,13400,210000,195000,352000,503000,321000,1e+05,6920,17500,47500,29100,184000,33300,169000,1950
"ME105540",210000,391000,1390000,1910000,410000,33900,2070000,309000,178000,2050000,792000,496000,775000,551000,338000,1220000,1530000,2700000,1460000,339000,104000,2740000,274000,76800,1340000,1260000,664000,563000,1680000,221000,466000,687000,1040000,2210000,230000,388000,2140000,167000,164000,1080000,518000,1140000,256000,1840000,616000
"ME105541",1860000,21200000,25100000,13800000,2820000,1770000,7150000,18500000,2220000,20800000,6710000,4840000,7710000,12200000,45300000,3620000,3870000,7380000,8790000,3270000,4710000,9860000,10100000,5350000,5620000,22200000,11900000,2600000,9190000,23800000,53100000,6130000,50900000,1.76e+08,8240000,22300000,1.55e+08,48800000,3.7e+07,2.21e+08,3390000,2.14e+08,21600000,41600000,95100000
"ME105542",1830000,712000,29000,2150000,11100000,43100,897000,178000,57200,1420000,3350000,242000,1350000,9730000,578000,2540000,1560000,9730000,7870000,6370000,3080000,669000,104000,178000,1090000,2800000,618000,601000,8050000,165000,847000,763000,2050000,1990000,5430000,9140000,1850000,1520000,488000,1130000,456000,4860000,323000,616000,551000
"ME105543",215000,393000,3500000,3940000,1120000,328000,583000,77300,159000,587000,1020000,136000,156000,1480000,7100,4410000,1040000,268000,2920000,1280000,1500000,2e+06,39400,417000,1200000,4090000,512000,242000,804000,33500,850000,308000,3990000,2430000,1870000,1310000,3950000,152000,114000,703000,1210000,737000,823000,580000,168000
"ME105544",2980000,3170000,3450000,3390000,3100000,3160000,3270000,3510000,3310000,2980000,3300000,3230000,3480000,3080000,3040000,3450000,3020000,3080000,3510000,3520000,3310000,3190000,3080000,3860000,3050000,2840000,3310000,3140000,3450000,3830000,3470000,3210000,3540000,3040000,3140000,3340000,3330000,2970000,3020000,3190000,3370000,3320000,3800000,3570000,3310000
"ME105545",592000,662000,721000,656000,666000,643000,618000,728000,684000,636000,633000,673000,680000,661000,668000,634000,637000,605000,639000,696000,659000,653000,617000,736000,584000,697000,684000,602000,702000,689000,731000,605000,735000,636000,608000,658000,656000,663000,622000,628000,693000,645000,764000,661000,681000
"ME105546",3430,1010000,160000,82900,107000,4020,20400,112000,6720,1420000,186000,31500,5350,557000,36500,104000,39900,231000,4340,129000,12400,71300,152000,55400,904000,1810000,72900,16300,172000,24100,40500,69300,54300,227000,71300,28100,82200,484000,460000,828000,44900,174000,7450,423000,11000
"ME105547",189000,542000,4250000,2250000,931000,711000,1060000,1680000,659000,16800000,234000,983000,2860000,3980000,3110000,690000,1220000,2140000,1850000,990000,788000,464000,637000,1100000,1610000,4590000,1450000,2370000,69000,4090000,468000,1150000,2320000,2320000,1220000,1110000,2470000,1310000,688000,2190000,53400,2050000,424000,1730000,8300000
"ME105548",41500,9060,331000,487000,140000,47500,129000,1740,3820,103000,244000,24000,95000,574000,NA,273000,203000,261000,302000,142000,144000,171000,3670,9580,149000,875000,46200,5350,10900,7150,105000,58500,599000,255000,149000,96400,323000,1770,23300,464000,126000,75000,63500,425000,1210
"ME105549",872000,618000,63800,280000,343000,87100,505000,522000,595000,656000,99900,744000,225000,175000,322000,192000,242000,638000,723000,372000,585000,56800,2890000,880000,219000,291000,101000,407000,125000,1120000,649000,681000,127000,344000,364000,763000,193000,1030000,322000,216000,149000,160000,30900,45900,735000
"ME105550",775000,1510000,3840000,4330000,3110000,299000,2500000,1260000,1250000,3530000,2090000,1780000,1820000,2510000,293000,2880000,4990000,3450000,4040000,1950000,1670000,2960000,749000,410000,3810000,4120000,2870000,1250000,2290000,403000,2290000,2450000,2690000,4410000,1640000,1560000,3710000,1110000,95500,3260000,1350000,3350000,972000,2710000,739000
"ME105551",4530000,17900000,6870000,26900000,6490000,7370000,46800000,9140000,6660000,1.3e+07,2.2e+07,12700000,9060000,13100000,8040000,22200000,27700000,25800000,16100000,8630000,1.5e+07,20100000,18300000,3120000,24800000,11500000,16100000,12900000,16500000,15300000,8270000,20100000,22400000,35800000,5660000,17900000,64200000,17800000,10600000,29700000,9600000,25600000,16600000,12100000,20500000
"ME105552",2280,2040,3680,3810000,3850,2280,3120,178000,1940,26700,1620,2540,3960,30200,3020,35800,3350,7330,429000,3860,726000,7450,3680,1750,15200,193000,7080,1960,4380,3730,2210,5490,3080,401000,8530,14500,6830,5010,1620,13400,NA,4190,2100,158000,3240
"ME105553",12500000,7930000,14900000,16500000,7370000,5690000,12100000,7540000,2600000,64300000,14500000,1.5e+07,1.9e+07,1.5e+07,5160000,33800000,9280000,26300000,15600000,13100000,9110000,36300000,4250000,2650000,38600000,14900000,32100000,7970000,30600000,5690000,19200000,11400000,8070000,14400000,11100000,12500000,25500000,6190000,2110000,25900000,8950000,40100000,3480000,24100000,9820000
"ME105554",1470000,2120000,11800000,1.8e+07,3930000,1570000,4830000,2930000,1400000,8590000,5200000,1840000,3220000,6120000,1130000,7290000,6260000,18500000,12300000,4200000,3660000,6350000,1790000,1750000,5460000,15600000,3630000,2670000,5840000,1430000,3010000,3960000,15300000,14700000,4880000,3300000,8290000,2150000,1740000,7190000,3050000,6550000,3110000,4710000,1870000
"ME105555",NA,NA,NA,NA,1800,NA,NA,NA,NA,NA,1380,1350,NA,NA,NA,NA,NA,842000,NA,NA,1550,NA,NA,NA,1230,NA,NA,NA,NA,NA,NA,NA,NA,1580,NA,1410,NA,NA,NA,NA,NA,1640,1230,1720,NA
"ME105556",1440000,712000,1280000,2240000,1010000,943000,1090000,1100000,752000,1690000,592000,1090000,1680000,1360000,838000,2230000,1070000,774000,1790000,898000,1390000,242000,923000,1290000,359000,2920000,1350000,853000,1580000,1010000,1740000,1350000,1900000,1640000,823000,1010000,1300000,985000,995000,564000,1370000,1110000,842000,2150000,473000
"ME105557",3270,26500,93600,83600,50400,3640,46200,11500,3140,193000,66400,16300,21200,15400,19500,19000,74500,239000,18300,18800,37100,6730,6860,2290,152000,567000,24600,9060,5000,9360,14400,25900,43600,32700,61300,10500,38100,11500,13000,11900,12100,85300,36100,58400,95700
"ME105558",1770000,1930000,6170000,5990000,3270000,406000,2590000,1920000,115000,5870000,2960000,602000,6e+06,6360000,478000,4920000,3060000,10100000,1870000,3030000,2020000,2520000,1900000,1030000,5350000,1310000,522000,852000,4590000,634000,975000,3920000,7410000,4030000,12200000,4720000,5950000,2110000,306000,5160000,1880000,2470000,1490000,1160000,370000
"ME105559",751000,476000,2140000,2480000,738000,86100,567000,17500,17200,5210000,976000,973000,943000,917000,1350000,593000,863000,4100000,1870000,258000,179000,883000,747000,158000,6530000,1370000,19100,114000,3280000,1760000,671000,386000,751000,3270000,357000,1770000,1720000,413000,369000,2370000,1590000,776000,19000,1060000,1320000
"ME105560",263000,1140000,2180000,1460000,714000,236000,748000,41000,141000,5250000,824000,1370000,1070000,1040000,76800,1610000,2120000,2880000,1400000,1080000,312000,2910000,2e+05,385000,3640000,2060000,523000,797000,1490000,408000,589000,992000,2030000,2750000,738000,1910000,1800000,497000,56800,2790000,791000,1120000,214000,463000,977000
"ME105561",438000,619000,487000,453000,335000,581000,451000,592000,505000,148000,339000,415000,604000,580000,465000,602000,191000,303000,317000,708000,5e+05,181000,402000,564000,347000,419000,536000,407000,512000,532000,486000,488000,225000,425000,475000,421000,267000,4e+05,519000,440000,496000,524000,596000,510000,477000
"ME105562",6390000,32900,5740000,6350000,11800000,2020000,2470000,1670000,1390000,15300000,4080000,30300000,4680000,4660000,2550000,3210000,6090000,23600000,8710000,2900000,6010000,6650000,922000,1130000,5950000,9970000,2120000,459000,34800000,1580000,3600000,2780000,8700000,8700000,4590000,30400000,6160000,2630000,1130000,920000,2730000,7e+06,117000,6500000,4320000
"ME105563",2230000,616000,1200000,377000,843000,68300,662000,269000,142000,10700000,908000,2290000,344000,887000,2280000,519000,1860000,4640000,833000,419000,184000,870000,140000,187000,3840000,1880000,387000,19400,2170000,1260000,295000,691000,1050000,910000,559000,2400000,817000,493000,121000,907000,209000,3360000,8150,681000,3140000
"ME105564",8840,368000,170000,120000,26800,8780,275000,5010,3390,2430000,43900,140000,3490,145000,1750000,232000,153000,505000,838000,63700,25400,658000,10300,125000,2500000,647000,18200,7950,206000,2140000,133000,161000,161000,1300000,78800,174000,769000,177000,172000,2140000,597000,309000,56400,1030000,1110000
"ME105565",161000,902000,1040000,638000,559000,262000,1230000,443000,206000,1090000,4e+05,138000,233000,229000,72700,195000,820000,2330000,316000,386000,737000,715000,195000,254000,2490000,13900,391000,222000,1710000,466000,32400,879000,918000,823000,867000,431000,728000,266000,281000,910000,363000,277000,601000,170000,5e+05
"ME105566",988000,2450,29300,1850,NA,NA,NA,1400,NA,53900,1850,NA,134000,702000,1740,3040000,57200,3970,71300,119000,NA,10400,NA,1040,2430,7470000,NA,NA,40100,2360,279000,2930000,44100,9330,2220,5310,46800,NA,1600,NA,8790,NA,2330,52900000,NA
"ME105567",NA,NA,123000,2420,NA,NA,NA,NA,NA,1650,NA,NA,1310,NA,NA,1510,3970,1140,1570,732000,NA,NA,NA,NA,1490,4020,1470,NA,1320,1240,1500,6730000,1830,1820,4470,1510,1360,NA,NA,1470,NA,NA,NA,11300,NA
"ME105568",2660000,3350000,26500000,42300000,13800000,4830000,11600000,1280000,3260000,6510000,1.7e+07,5950000,6220000,33300000,551000,25200000,16700000,17700000,31700000,9690000,16600000,9230000,1440000,4100000,12500000,54900000,6840000,5490000,8600000,1920000,6450000,6790000,45700000,24300000,13200000,12200000,29800000,2960000,2700000,10900000,10100000,1.6e+07,9530000,7440000,1540000
"ME105569",15800,37100,823000,51600,110000,3650,133000,2960,5010,106000,33000,2030,24200,47700,1880,132000,66900,222000,19100,6020,22200,120000,1440,14300,258000,203000,11700,44300,112000,1010,9910,42800,43800,49100,23600,114000,104000,2920,22900,80600,927,37800,18000,103000,13100
"ME105570",360000,277000,342000,287000,255000,346000,341000,352000,182000,365000,392000,368000,404000,174000,312000,251000,373000,355000,451000,271000,316000,366000,132000,369000,308000,393000,367000,226000,197000,296000,348000,384000,382000,319000,325000,172000,350000,275000,314000,277000,199000,363000,386000,158000,319000
"ME105571",15400,83900,128000,267000,25800,6770,71600,41800,4700,246000,117000,27500,15800,30900,104000,182000,276000,601000,149000,28400,28100,232000,96900,42800,195000,27700,24900,10800,110000,106000,33100,236000,1200000,1580000,249000,36400,679000,178000,248000,1290000,230000,504000,288000,238000,225000
"ME105572",1170,15200,79900,24500,37500,2000,5820,2610,2180,214000,14100,6680,15200,22100,10300,330000,12200,37800,59300,22300,4090,102000,7120,1190,23300,802000,32000,34600,235000,19200,26700,3080,19300,9150,24600,2800,291000,2330,11600,229000,108000,29000,16300,23600,6880
"ME105573",868000,1490000,2940000,6080000,2190000,818000,3440000,1470000,367000,4820000,2610000,1350000,1530000,2770000,288000,3280000,3330000,4680000,4450000,1930000,2220000,4270000,1240000,8e+05,2860000,5030000,2110000,1200000,3560000,598000,1170000,2240000,3590000,5910000,2010000,2e+06,4900000,1030000,808000,3120000,1470000,2560000,1350000,2380000,736000
"ME105574",166000,645000,1270000,1730000,54100,440000,183000,28100,43800,1290000,643000,28400,709000,1150000,33500,933000,232000,1890000,917000,252000,565000,594000,84200,135000,1240000,1630000,197000,994000,2730000,231000,421000,744000,1320000,381000,460000,530000,156000,488000,16000,27100,119000,735000,159000,610000,389000
"ME105575",253000,231000,233000,233000,198000,193000,266000,198000,171000,181000,205000,230000,56100,213000,140000,217000,239000,235000,232000,243000,187000,209000,135000,225000,239000,169000,216000,193000,156000,209000,186000,235000,160000,220000,199000,179000,167000,205000,221000,173000,183000,223000,164000,208000,209000
"ME105576",2e+05,269000,2e+05,272000,173000,272000,353000,252000,285000,302000,236000,171000,223000,253000,316000,156000,330000,253000,303000,318000,313000,326000,326000,217000,325000,317000,85300,329000,329000,196000,327000,301000,309000,270000,370000,347000,307000,245000,213000,247000,66300,251000,306000,331000,307000
"ME105577",9170000,15200,4170000,286000,147000,5740,230000,121000,1880000,3e+06,3320000,44900,2360000,911000,1150000,4900000,3730000,3910000,305000,52000,237000,930000,519000,17100,466000,2830000,79000,1960000,27900000,227000,3260000,189000,9240000,207000,222000,493000,112000,156000,65700,52600,4410000,778000,10800,1900000,1710000
"ME105578",12600,2140,18600,2e+05,6320,2390,2660,414000,4050,237000,224000,1690,10800,312000,2250,15700,1760,869000,32900,18400,1990,5120,1580000,2420,177000,127000,20100,3400,150000,3970,2620,2510,43400,54200,27700,3200,23600,120000,1250,386000,1220,82500,10100,12300,945
"ME105579",7870000,5640000,8890000,9390000,1e+07,4180000,10400000,7110000,3900000,14100000,9250000,7300000,6630000,10900000,10600000,11500000,8290000,10900000,7780000,6010000,5740000,12200000,6290000,7140000,15100000,8080000,7650000,4610000,8870000,11300000,4640000,10600000,9880000,7400000,9190000,9490000,11700000,4980000,3600000,13200000,8610000,8960000,4920000,6660000,10500000
"ME105580",3180000,2740000,2460000,2300000,2880000,3330000,2890000,2970000,3140000,2240000,2780000,3180000,2560000,2730000,3390000,2460000,2550000,2360000,2710000,2820000,2940000,2690000,3210000,3280000,2400000,2400000,2860000,3240000,2540000,3050000,2790000,2820000,2380000,2380000,2980000,2720000,2360000,2930000,3010000,2240000,2650000,2520000,2840000,2700000,2820000
"ME105581",328000,253000,244000,262000,196000,332000,283000,340000,296000,280000,281000,331000,79700,262000,318000,312000,118000,246000,240000,274000,312000,269000,271000,277000,225000,254000,261000,279000,321000,297000,417000,219000,258000,205000,355000,315000,280000,345000,325000,111000,337000,277000,375000,353000,258000
"ME105582",3840000,3330000,3130000,2980000,3400000,4240000,3410000,3520000,4070000,2820000,3860000,4210000,3260000,3310000,4390000,3050000,3110000,2710000,3280000,3380000,3610000,2900000,4180000,3580000,2830000,3940000,3210000,4580000,2910000,3960000,3580000,3510000,4990000,3060000,3710000,3310000,2900000,3900000,3810000,2560000,3400000,3810000,3120000,3390000,3680000
"ME105583",21200,1270000,2660000,1570000,913000,63900,194000,1200000,212000,1750000,1420000,163000,965000,2480000,1080000,20800,145000,666000,876000,1390000,416000,197000,1130000,103000,645000,4630000,913000,213000,883000,823000,3110000,416000,6610000,10800000,1480000,1700000,6540000,4060000,2410000,10200000,862000,5480000,3220000,3450000,1930000
"ME105584",6220000,2760000,12400000,9290000,4700000,1780000,4960000,1980000,344000,5010000,6270000,3850000,15100000,7320000,1160000,10300000,6190000,14600000,11900000,6810000,3040000,8460000,992000,5540000,3950000,5150000,382000,2950000,6440000,1750000,454000,10400000,11900000,4510000,15500000,10300000,10500000,4970000,299000,4300000,4770000,4360000,4020000,1170000,2710000
